dataset_name;varsortability;N_variables;N_obs;algo_name;algo_param;library_name;Error;fdr;tpr;fpr;shd;nnz;precision;recall;F1;gscore;runtime_second;experiment_time
sim-30.Network5_amp.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;2;5;0.6;0.6;0.6;0.2;0.16;Sun Mar 19 19:43:57 2023
sim-19.Network5_amp.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.4;0.4;0.4;0.0;0.27;Sun Mar 19 19:43:57 2023
sim-25.Network5_amp.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;3;5;0.4;0.4;0.4;0.0;0.18;Sun Mar 19 19:43:57 2023
sim-29.Network5_amp.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;3;5;0.4286;0.6;0.5;0.0;0.21;Sun Mar 19 19:43:57 2023
sim-04.Network4_amp.continuous;0.6081632653061224;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8421;0.3077;10;16;0.4737;0.4737;0.4737;0.0;1.97;Sun Mar 19 19:43:57 2023
sim-31.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;3;5;0.4;0.4;0.4;0.0;0.22;Sun Mar 19 19:43:57 2023
sim-28.Network5_amp.continuous;0.6086956521739131;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6667;0.8;0.8;5;6;0.2857;0.4;0.3333;0.0;0.4;Sun Mar 19 19:43:57 2023
sim-09.Network4_amp.continuous;0.5510204081632653;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8421;0.3077;11;16;0.5;0.4211;0.4571;0.0;1.85;Sun Mar 19 19:43:57 2023
sim-38.Network5_amp.continuous;0.8260869565217391;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8;0.4;3;4;0.5;0.4;0.4444;0.0;0.11;Sun Mar 19 19:43:57 2023
sim-03.Network4_amp.continuous;0.5469387755102041;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.375;0.9474;0.2308;9;16;0.5882;0.5263;0.5556;0.1579;2.07;Sun Mar 19 19:43:57 2023
sim-17.Network4_amp.continuous;0.5387755102040817;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;0.9474;0.1538;7;14;0.7143;0.5263;0.6061;0.3158;1.86;Sun Mar 19 19:43:57 2023
sim-36.Network5_amp.continuous;0.3478260869565217;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.2;0.2;1;5;0.5714;0.8;0.6667;0.2;0.21;Sun Mar 19 19:43:57 2023
sim-27.Network4_amp.continuous;0.4326530612244898;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.7895;0.2692;10;14;0.5;0.3684;0.4242;0.0;1.71;Sun Mar 19 19:43:57 2023
sim-37.Network5_amp.continuous;0.6086956521739131;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.25;1.0;0.2;2;4;0.75;0.6;0.6667;0.4;0.21;Sun Mar 19 19:43:57 2023
sim-34.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;3;5;0.4;0.4;0.4;0.0;0.19;Sun Mar 19 19:43:57 2023
sim-32.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.5;0.6;0.5455;0.0;0.19;Sun Mar 19 19:43:57 2023
sim-33.Network5_amp.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.2;0.2;1;5;0.5714;0.8;0.6667;0.2;0.26;Sun Mar 19 19:43:57 2023
sim-42.Network5_amp.continuous;0.4782608695652174;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;2;5;0.6;0.6;0.6;0.2;0.18;Sun Mar 19 19:43:57 2023
sim-46.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;3;5;0.4;0.4;0.4;0.0;0.11;Sun Mar 19 19:43:57 2023
sim-41.Network5_amp.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.2;0.0;0;4;0.6667;0.8;0.7273;0.4;0.17;Sun Mar 19 19:43:57 2023
sim-45.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.2;0.0;0;4;1.0;0.8;0.8889;0.8;0.06;Sun Mar 19 19:43:57 2023
sim-39.Network5_amp.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.2;0.2;1;5;0.6667;0.8;0.7273;0.4;0.19;Sun Mar 19 19:43:57 2023
sim-35.Network5_amp.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5714;1.0;0.8;4;7;0.375;0.6;0.4615;0.0;0.34;Sun Mar 19 19:43:57 2023
sim-44.Network5_amp.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.2;0.2;1;5;0.8;0.8;0.8;0.6;0.17;Sun Mar 19 19:43:58 2023
sim-51.Network5_amp.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;2;5;0.4286;0.6;0.5;0.0;0.09;Sun Mar 19 19:43:58 2023
sim-40.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.2;0.4;2;6;0.5556;1.0;0.7143;0.2;0.15;Sun Mar 19 19:43:58 2023
sim-47.Network5_amp.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.4444;0.8;0.5714;0.0;0.22;Sun Mar 19 19:43:58 2023
sim-43.Network5_amp.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;3;5;0.6;0.6;0.6;0.2;0.14;Sun Mar 19 19:43:58 2023
sim-49.Network5_amp.continuous;0.8260869565217391;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.5;0.6;0.5455;0.0;0.14;Sun Mar 19 19:43:58 2023
sim-50.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.2;0.6;3;7;0.5714;0.8;0.6667;0.2;0.14;Sun Mar 19 19:43:58 2023
sim-48.Network5_amp.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5714;1.0;0.8;4;7;0.4286;0.6;0.5;0.0;0.19;Sun Mar 19 19:43:58 2023
sim-52.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.4444;0.8;0.5714;0.0;0.24;Sun Mar 19 19:43:58 2023
sim-19.Network4_amp.continuous;0.5102040816326531;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2667;1.0;0.1538;6;15;0.7333;0.5789;0.6471;0.3684;2.21;Sun Mar 19 19:43:58 2023
sim-11.Network4_amp.continuous;0.7142857142857143;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4667;0.8421;0.2692;10;15;0.5333;0.4211;0.4706;0.0526;2.39;Sun Mar 19 19:43:58 2023
sim-54.Network5_amp.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.2;0.2;1;5;0.5714;0.8;0.6667;0.2;0.09;Sun Mar 19 19:43:58 2023
sim-23.Network4_amp.continuous;0.5959183673469388;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;0.8421;0.2308;7;14;0.5714;0.4211;0.4848;0.1053;2.18;Sun Mar 19 19:43:58 2023
sim-55.Network5_amp.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;2;5;0.6;0.6;0.6;0.2;0.1;Sun Mar 19 19:43:58 2023
sim-53.Network5_amp.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.4;0.4;0.4;0.0;0.17;Sun Mar 19 19:43:58 2023
sim-01.Network5_cont.continuous;0.391304347826087;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8;0.4;3;4;0.5;0.4;0.4444;0.0;0.11;Sun Mar 19 19:43:58 2023
sim-56.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.2;0.2;1;5;0.8;0.8;0.8;0.6;0.09;Sun Mar 19 19:43:58 2023
sim-02.Network5_cont.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.6;0.2;3;2;0.5;0.2;0.2857;0.0;0.01;Sun Mar 19 19:43:58 2023
sim-59.Network5_amp.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;3;5;0.4286;0.6;0.5;0.0;0.09;Sun Mar 19 19:43:58 2023
sim-05.Network5_cont.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8;0.4;3;4;0.4;0.4;0.4;0.0;0.01;Sun Mar 19 19:43:58 2023
sim-60.Network5_amp.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.25;1.0;0.2;2;4;0.75;0.6;0.6667;0.4;0.12;Sun Mar 19 19:43:58 2023
sim-57.Network5_amp.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.4;0.4;0.4;0.0;0.25;Sun Mar 19 19:43:58 2023
sim-58.Network5_amp.continuous;0.8260869565217391;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.3333;0.6;0.4286;0.0;0.18;Sun Mar 19 19:43:58 2023
sim-03.Network5_cont.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.5;0.6;0.5455;0.0;0.24;Sun Mar 19 19:43:58 2023
sim-11.Network5_cont.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.25;1.0;0.2;2;4;0.6;0.6;0.6;0.2;0.02;Sun Mar 19 19:43:58 2023
sim-40.Network4_amp.continuous;0.563265306122449;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5333;0.7895;0.3077;11;15;0.5;0.4211;0.4571;0.0;2.15;Sun Mar 19 19:43:58 2023
sim-10.Network5_cont.continuous;0.4782608695652174;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.4;0.4;0.4;0.0;0.13;Sun Mar 19 19:43:58 2023
sim-08.Network5_cont.continuous;0.6086956521739131;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.8;0.6;0.8;5;5;0.2;0.2;0.2;0.0;0.1;Sun Mar 19 19:43:58 2023
sim-07.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.5;0.6;0.5455;0.0;0.17;Sun Mar 19 19:43:58 2023
sim-10.Network4_amp.continuous;0.6612244897959184;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4375;0.8947;0.2692;9;16;0.5556;0.5263;0.5405;0.1053;2.79;Sun Mar 19 19:43:58 2023
sim-04.Network5_cont.continuous;0.4782608695652174;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.5;0.6;0.5455;0.0;0.26;Sun Mar 19 19:43:58 2023
sim-06.Network5_cont.continuous;0.4347826086956521;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6667;0.8;0.8;5;6;0.2857;0.4;0.3333;0.0;0.08;Sun Mar 19 19:43:58 2023
sim-16.Network5_cont.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;3;5;0.6;0.6;0.6;0.2;0.03;Sun Mar 19 19:43:58 2023
sim-24.Network4_amp.continuous;0.7510204081632653;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;0.8947;0.2308;7;15;0.6;0.4737;0.5294;0.1579;2.49;Sun Mar 19 19:43:58 2023
sim-15.Network4_amp.continuous;0.5061224489795918;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.375;0.9474;0.2308;9;16;0.6111;0.5789;0.5946;0.2105;2.61;Sun Mar 19 19:43:58 2023
sim-09.Network5_cont.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8;0.4;3;4;0.3333;0.4;0.3636;0.0;0.04;Sun Mar 19 19:43:58 2023
sim-12.Network5_cont.continuous;0.3478260869565217;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8;0.4;3;4;0.5;0.4;0.4444;0.0;0.04;Sun Mar 19 19:43:58 2023
sim-13.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.375;0.6;0.4615;0.0;0.08;Sun Mar 19 19:43:58 2023
sim-20.Network5_cont.continuous;0.3478260869565217;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.8;0.6;0.8;5;5;0.2;0.2;0.2;0.0;0.07;Sun Mar 19 19:43:58 2023
sim-16.Network4_amp.continuous;0.5673469387755102;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5294;0.8421;0.3462;11;17;0.4737;0.4737;0.4737;0.0;2.7;Sun Mar 19 19:43:58 2023
sim-14.Network5_cont.continuous;0.3478260869565217;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5714;1.0;0.8;4;7;0.375;0.6;0.4615;0.0;0.17;Sun Mar 19 19:43:58 2023
sim-15.Network5_cont.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.5;0.6;0.5455;0.0;0.1;Sun Mar 19 19:43:58 2023
sim-19.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;3;5;0.5;0.6;0.5455;0.0;0.13;Sun Mar 19 19:43:58 2023
sim-13.Network4_amp.continuous;0.3224489795918367;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5294;0.8421;0.3462;11;17;0.5;0.4737;0.4865;0.0;2.92;Sun Mar 19 19:43:58 2023
sim-18.Network5_cont.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;3;5;0.6;0.6;0.6;0.2;0.07;Sun Mar 19 19:43:58 2023
sim-21.Network5_cont.continuous;0.2608695652173913;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.3333;0.4;0.3636;0.0;0.09;Sun Mar 19 19:43:58 2023
sim-30.Network5_cont.continuous;0.6521739130434783;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.3333;0.4;0.3636;0.0;0.09;Sun Mar 19 19:43:58 2023
sim-22.Network5_cont.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;0.6;3;6;0.5;0.6;0.5455;0.0;0.15;Sun Mar 19 19:43:58 2023
sim-23.Network5_cont.continuous;0.4347826086956521;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;1.0;0.4;0.8;5;4;0.0;0.0;nan;0.0;0.15;Sun Mar 19 19:43:58 2023
sim-26.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.4;0.4;0.4;0.0;0.14;Sun Mar 19 19:43:58 2023
sim-17.Network5_cont.continuous;0.5217391304347826;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;3;5;0.4;0.4;0.4;0.0;0.17;Sun Mar 19 19:43:58 2023
sim-37.Network4_amp.continuous;0.3061224489795918;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3571;0.8947;0.1923;8;14;0.625;0.5263;0.5714;0.2105;2.51;Sun Mar 19 19:43:58 2023
sim-27.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8;0.4;3;4;0.4;0.4;0.4;0.0;0.16;Sun Mar 19 19:43:58 2023
sim-01.Network4_amp.continuous;0.710204081632653;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3125;1.0;0.1923;6;16;0.6875;0.5789;0.6286;0.3158;3.16;Sun Mar 19 19:43:58 2023
sim-28.Network5_cont.continuous;0.4782608695652174;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5714;1.0;0.8;4;7;0.4286;0.6;0.5;0.0;0.14;Sun Mar 19 19:43:58 2023
sim-25.Network5_cont.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;1.0;0.4;0.8;6;4;0.0;0.0;nan;0.0;0.22;Sun Mar 19 19:43:58 2023
sim-24.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.8333;0.6;1.0;6;6;0.1667;0.2;0.1818;0.0;0.25;Sun Mar 19 19:43:58 2023
sim-29.Network5_cont.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.625;1.0;1.0;5;8;0.375;0.6;0.4615;0.0;0.17;Sun Mar 19 19:43:58 2023
sim-12.Network4_amp.continuous;0.4244897959183673;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5333;0.7895;0.3077;14;15;0.4667;0.3684;0.4118;0.0;3.11;Sun Mar 19 19:43:58 2023
sim-34.Network4_amp.continuous;0.4612244897959183;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8421;0.3077;10;16;0.5;0.4737;0.4865;0.0;2.71;Sun Mar 19 19:43:58 2023
sim-02.Network4_amp.continuous;0.6612244897959184;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4375;0.8947;0.2692;8;16;0.5625;0.4737;0.5143;0.1053;3.29;Sun Mar 19 19:43:59 2023
sim-06.Network4_amp.continuous;0.6816326530612244;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.7895;0.2692;10;14;0.5333;0.4211;0.4706;0.0526;3.25;Sun Mar 19 19:43:59 2023
sim-31.Network5_cont.continuous;0.4782608695652174;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.4;2;5;0.5;0.6;0.5455;0.0;0.11;Sun Mar 19 19:43:59 2023
sim-20.Network4_amp.continuous;0.6775510204081633;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5294;0.8421;0.3462;11;17;0.4737;0.4737;0.4737;0.0;3.06;Sun Mar 19 19:43:59 2023
sim-32.Network5_cont.continuous;0.7391304347826086;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.4;0.4;0.4;0.0;0.07;Sun Mar 19 19:43:59 2023
sim-33.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8;0.4;3;4;0.4;0.4;0.4;0.0;0.05;Sun Mar 19 19:43:59 2023
sim-26.Network4_amp.continuous;0.4897959183673469;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8421;0.3077;12;16;0.5;0.4211;0.4571;0.0;2.9;Sun Mar 19 19:43:59 2023
sim-33.Network4_amp.continuous;0.4408163265306122;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4706;0.8947;0.3077;9;17;0.5294;0.4737;0.5;0.0526;2.87;Sun Mar 19 19:43:59 2023
sim-38.Network4_amp.continuous;0.5387755102040817;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3125;1.0;0.1923;8;16;0.6875;0.5789;0.6286;0.3158;2.68;Sun Mar 19 19:43:59 2023
sim-34.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6;0.8;0.6;4;5;0.4;0.4;0.4;0.0;0.06;Sun Mar 19 19:43:59 2023
sim-28.Network4_amp.continuous;0.5102040816326531;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4667;0.8421;0.2692;10;15;0.5625;0.4737;0.5143;0.1053;2.94;Sun Mar 19 19:43:59 2023
sim-44.Network4_amp.continuous;0.673469387755102;10;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.7895;0.2692;11;14;0.5625;0.4737;0.5143;0.1053;2.73;Sun Mar 19 19:43:59 2023
sim-36.Network5_cont.continuous;0.5652173913043478;5;500;pc;{'variant': 'stable', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5714;1.0;0.8;5;7;0.375;0.6;0.4615;0.0;0.23;Sun Mar 19 19:43:59 2023
